TIMESTAMP_START,NEE,TA_F,SW_IN_F,VPD_F
2011-01-01 14:00:00,0.022170281120015,-7.966,5.936112,0.441
2011-01-01 14:30:00,0.0073660703306792,-8.05,3.4426080000000003,0.42
2011-01-01 15:00:00,0.0968110101958525,-8.103,2.008656,0.399
2011-01-01 15:30:00,-0.0533553880703229,-8.09,0.597168,0.377
2011-01-01 16:00:00,0.0218168586564962,-8.158,0.44928,0.356
2011-01-01 16:30:00,-0.0122817067720976,-8.347,0.069264,0.335
2011-01-01 17:00:00,0.024633060554607,-8.597,0.0,0.314
2011-01-01 17:30:00,0.0297011495952062,-8.856,0.0,0.311
2011-01-01 18:00:00,0.0611764943364695,-9.018,0.0,0.308
2011-01-01 18:30:00,-9999.0,-9.282,0.0,0.306
2011-01-01 19:00:00,-9999.0,-9.441,0.001872,0.303
2011-01-01 19:30:00,-9999.0,-9.504,0.0,0.3
2011-01-01 20:00:00,-9999.0,-9.682,0.0,0.298
2011-01-01 20:30:00,-9999.0,-9.932,0.516672,0.297
2011-01-01 21:00:00,-9999.0,-10.253,0.110448,0.297
2011-01-01 21:30:00,-9999.0,-10.6,0.234,0.297
2011-01-01 22:00:00,-9999.0,-11.13,0.516672,0.297
2011-01-01 22:30:00,-9999.0,-11.542,0.368784,0.296
2011-01-01 23:00:00,-9999.0,-11.766,0.4212,0.296
2011-01-01 23:30:00,-9999.0,-11.843,0.151632,0.296
2011-01-02 00:00:00,-9999.0,-12.025,0.0,0.295
2011-01-02 00:30:00,-9999.0,-12.03,0.0,0.295
2011-01-02 01:00:00,-9999.0,-11.949,0.0,0.295
2011-01-02 01:30:00,-9999.0,-12.157,0.0,0.295
2011-01-02 02:00:00,-9999.0,-12.379,0.0,0.294
2011-01-02 02:30:00,-9999.0,-12.446,0.0,0.293
2011-01-02 03:00:00,-9999.0,-12.354,0.0,0.292
2011-01-02 03:30:00,-9999.0,-12.423,0.0,0.291
2011-01-02 04:00:00,-9999.0,-12.56,0.0,0.29
2011-01-02 04:30:00,-9999.0,-12.738,0.0,0.289
2011-01-02 05:00:00,-9999.0,-12.889,0.0,0.288
2011-01-02 05:30:00,-9999.0,-13.01,0.0,0.288
2011-01-02 06:00:00,-9999.0,-12.952,0.0,0.288
2011-01-02 06:30:00,-9999.0,-12.891,0.0,0.287
2011-01-02 07:00:00,-9999.0,-13.048,0.0,0.287
2011-01-02 07:30:00,-9999.0,-13.273,0.0,0.287
2011-01-02 08:00:00,-9999.0,-13.506,0.0,0.286
2011-01-02 08:30:00,-9999.0,-13.503,0.0,0.289
2011-01-02 09:00:00,-9999.0,-13.334,0.0,0.291
2011-01-02 09:30:00,0.029745594000684,-13.367,2.094768,0.294
2011-01-02 10:00:00,-0.0021852467023162,-13.239,5.033808,0.296
2011-01-02 10:30:00,0.0471308917910696,-12.794,9.69696,0.299
2011-01-02 11:00:00,-9999.0,-12.477,17.959968,0.301
2011-01-02 11:30:00,-0.0132916635147691,-12.378,21.385728,0.305
2011-01-02 12:00:00,0.0830805469871412,-12.064,23.188464000000003,0.308
2011-01-02 12:30:00,0.030587366358252,-11.964,22.21128,0.311
2011-01-02 13:00:00,-9999.0,-11.948,22.958208,0.314
2011-01-02 13:30:00,-9999.0,-11.924,19.54368,0.318
2011-01-02 14:00:00,-9999.0,-11.743,10.561824,0.321
2011-01-02 14:30:00,-9999.0,-11.546,5.185440000000001,0.314
2011-01-02 15:00:00,-9999.0,-11.59,2.907216,0.306
2011-01-02 15:30:00,-9999.0,-11.585,1.623024,0.299
2011-01-02 16:00:00,-9999.0,-11.472,0.778752,0.291
2011-01-02 16:30:00,-9999.0,-11.449,0.6720480000000001,0.284
2011-01-02 17:00:00,-9999.0,-11.387,0.737568,0.276
2011-01-02 17:30:00,-9999.0,-11.268,0.8611200000000001,0.284
2011-01-02 18:00:00,-9999.0,-11.201,0.8611200000000001,0.292
2011-01-02 18:30:00,-9999.0,-11.159,1.106352,0.3
2011-01-02 19:00:00,-9999.0,-11.105,0.9828,0.308
2011-01-02 19:30:00,-9999.0,-11.081,0.887328,0.316
2011-01-02 20:00:00,-9999.0,-10.99,1.0501920000000002,0.324
2011-01-02 20:30:00,-9999.0,-10.865,0.791856,0.319
2011-01-02 21:00:00,-9999.0,-10.816,0.8349120000000001,0.314
2011-01-02 21:30:00,-9999.0,-10.739,0.780624,0.309
2011-01-02 22:00:00,-9999.0,-10.63,0.7394400000000001,0.304
2011-01-02 22:30:00,-9999.0,-10.604,0.765648,0.299
2011-01-02 23:00:00,-9999.0,-10.638,0.6308640000000001,0.294
2011-01-02 23:30:00,-9999.0,-10.692,0.58968,0.297
2011-01-03 00:00:00,-9999.0,-10.878,0.0,0.3
2011-01-03 00:30:00,-9999.0,-11.071,0.0,0.303
2011-01-03 01:00:00,-9999.0,-11.196,0.0,0.306
2011-01-03 01:30:00,-9999.0,-11.386,0.0,0.309
2011-01-03 02:00:00,-9999.0,-11.603,0.0,0.312
2011-01-03 02:30:00,-9999.0,-11.764,0.0,0.305
2011-01-03 03:00:00,0.0303794473219065,-11.93,0.0,0.298
2011-01-03 03:30:00,0.0271670715594736,-12.138,0.0,0.291
2011-01-03 04:00:00,0.0755966757723139,-12.259,0.0,0.284
2011-01-03 04:30:00,-9999.0,-12.381,0.0,0.277
2011-01-03 05:00:00,-9999.0,-12.445,0.0,0.271
2011-01-03 05:30:00,-9999.0,-12.457,0.0,0.278
2011-01-03 06:00:00,-9999.0,-12.426,0.0,0.286
2011-01-03 06:30:00,0.0101634982475214,-12.491,0.0,0.293
2011-01-03 07:00:00,-0.0048530582850877,-12.541,0.0,0.301
2011-01-03 07:30:00,-9999.0,-12.568,0.0,0.308
2011-01-03 08:00:00,0.0525406916124966,-12.695,0.0,0.316
2011-01-03 08:30:00,0.0182423240027889,-12.746,0.0,0.322
2011-01-03 09:00:00,-9999.0,-12.771,0.350064,0.328
2011-01-03 09:30:00,-9999.0,-12.858,3.869424,0.335
2011-01-03 10:00:00,0.0418168237020667,-12.806,9.301968,0.341
2011-01-03 10:30:00,0.0167265864701877,-12.791,12.974832,0.347
2011-01-03 11:00:00,-0.0103138219182939,-12.738,16.089840000000002,0.353
2011-01-03 11:30:00,-9999.0,-12.63,23.444928,0.356
2011-01-03 12:00:00,-9999.0,-12.565,27.346176,0.359
2011-01-03 12:30:00,-9999.0,-12.723,25.666992000000004,0.362
2011-01-03 13:00:00,0.00015089573744,-12.584,38.211264,0.365
2011-01-03 13:30:00,-0.0114364364540237,-12.332,33.228,0.368
2011-01-03 14:00:00,0.0069394199321616,-12.659,16.496064,0.371
2011-01-03 14:30:00,0.0657203467073894,-12.577,10.155600000000002,0.366
2011-01-03 15:00:00,0.0352952622448488,-12.492,3.276,0.36
2011-01-03 15:30:00,-9999.0,-12.424,0.8760960000000001,0.354
2011-01-03 16:00:00,-9999.0,-12.622,0.471744,0.349
2011-01-03 16:30:00,-9999.0,-12.67,0.256464,0.343
2011-01-03 17:00:00,-0.0214542412660878,-12.613,0.310752,0.337
2011-01-03 17:30:00,0.0260584072247625,-12.507,0.30888,0.331
2011-01-03 18:00:00,0.0202163481645785,-12.36,0.6065280000000001,0.324
2011-01-03 18:30:00,0.0861083481443519,-12.045,0.0,0.317
2011-01-03 19:00:00,-0.0849347152355471,-12.097,0.175968,0.31
2011-01-03 19:30:00,0.0423972464755264,-12.139,0.269568,0.304
2011-01-03 20:00:00,0.0241490772666694,-12.28,0.0,0.297
2011-01-03 20:30:00,-9999.0,-12.343,0.239616,0.29
2011-01-03 21:00:00,-9999.0,-12.27,0.0,0.283
2011-01-03 21:30:00,-9999.0,-12.21,0.0,0.276
2011-01-03 22:00:00,-9999.0,-12.493,0.0,0.27
2011-01-03 22:30:00,0.1061587505672664,-12.77,0.0,0.263
2011-01-03 23:00:00,0.0204275108810837,-12.766,0.0,0.256
2011-01-03 23:30:00,0.0473624010146942,-12.636,0.0,0.257
2011-01-04 00:00:00,-0.0147378341700409,-12.506,3.515616,0.258
2011-01-04 00:30:00,0.0806168924548592,-12.433,3.4987680000000005,0.26
2011-01-04 01:00:00,-9999.0,-12.353,3.541824,0.261
2011-01-04 01:30:00,-9999.0,-12.544,2.6208,0.262
2011-01-04 02:00:00,-9999.0,-12.751,2.2276800000000003,0.263
2011-01-04 02:30:00,-9999.0,-13.147,0.0,0.264
2011-01-04 03:00:00,-9999.0,-13.1,0.0,0.265
2011-01-04 03:30:00,-9999.0,-13.257,0.087984,0.266
2011-01-04 04:00:00,-9999.0,-12.731,1.7259840000000002,0.266
2011-01-04 04:30:00,-9999.0,-13.132,0.887328,0.267
2011-01-04 05:00:00,-9999.0,-13.76,0.0,0.268
2011-01-04 05:30:00,-9999.0,-14.251,0.0,0.268
2011-01-04 06:00:00,-9999.0,-14.131,0.0,0.269
2011-01-04 06:30:00,-9999.0,-14.389,0.0,0.27
2011-01-04 07:00:00,-9999.0,-13.929,0.0,0.27
2011-01-04 07:30:00,-9999.0,-14.211,0.0,0.271
2011-01-04 08:00:00,-9999.0,-15.019,0.0,0.272
2011-01-04 08:30:00,0.034438381938266,-15.035,0.0,0.276
2011-01-04 09:00:00,-0.0211960435226807,-15.07,1.100736,0.28
2011-01-04 09:30:00,0.0354311256155935,-14.236,4.447872,0.284
2011-01-04 10:00:00,0.0214032032587116,-16.46,4.773599999999999,0.288
2011-01-04 10:30:00,0.0384243877853721,-16.516,4.326192000000001,0.292
2011-01-04 11:00:00,-0.023805590586279,-14.652,11.505312,0.296
2011-01-04 11:30:00,0.026998548816341,-14.283,30.863664,0.302
2011-01-04 12:00:00,0.028629576076663,-14.309,62.238384,0.307
2011-01-04 12:30:00,-9999.0,-15.0,47.756592,0.313
2011-01-04 13:00:00,-9999.0,-14.705,37.922976,0.319
2011-01-04 13:30:00,-9999.0,-14.182,34.67131200000001,0.324
2011-01-04 14:00:00,-0.0086343275281712,-14.139,27.381744000000005,0.33
2011-01-04 14:30:00,-0.0201637685939388,-14.123,21.441888,0.323
2011-01-04 15:00:00,-9999.0,-14.502,6.95448,0.317
2011-01-04 15:30:00,0.0548874676574949,-14.558,1.98432,0.31
2011-01-04 16:00:00,0.0369137035938244,-14.628,0.657072,0.304
2011-01-04 16:30:00,0.0691153098679338,-14.495,0.831168,0.298
2011-01-04 17:00:00,-9999.0,-14.653,1.102608,0.291
2011-01-04 17:30:00,-0.0242759252776399,-14.917,0.8592480000000001,0.29
2011-01-04 18:00:00,-9999.0,-14.574,0.670176,0.29
2011-01-04 18:30:00,0.037656334708726,-14.62,0.0,0.289
2011-01-04 19:00:00,0.0223235595491326,-14.698,0.0,0.288
2011-01-04 19:30:00,0.0198408513433209,-15.048,0.0,0.288
2011-01-04 20:00:00,-9999.0,-15.124,0.0,0.287
2011-01-04 20:30:00,-9999.0,-15.309,0.0,0.289
2011-01-04 21:00:00,0.0209112628837925,-15.642,0.0,0.291
2011-01-04 21:30:00,-0.0531213480527369,-15.62,0.0,0.293
2011-01-04 22:00:00,-9999.0,-15.532,0.0,0.296
2011-01-04 22:30:00,-9999.0,-15.528,0.3313439999999999,0.298
2011-01-04 23:00:00,-9999.0,-15.814,0.0,0.3
2011-01-04 23:30:00,-9999.0,-15.741,0.0,0.301
2011-01-05 00:00:00,-9999.0,-16.059,0.0,0.302
2011-01-05 00:30:00,-9999.0,-16.342,0.185328,0.303
2011-01-05 01:00:00,-9999.0,-16.429,0.8760960000000001,0.304
2011-01-05 01:30:00,-9999.0,-16.347,0.5241600000000001,0.305
2011-01-05 02:00:00,-9999.0,-15.732,0.9828,0.305
2011-01-05 02:30:00,-0.0160871022116141,-15.697,1.2542400000000002,0.303
2011-01-05 03:00:00,-9999.0,-15.554,0.43056,0.3
2011-01-05 03:30:00,-9999.0,-15.188,0.6589440000000001,0.297
2011-01-05 04:00:00,-9999.0,-15.254,1.117584,0.294
2011-01-05 04:30:00,-9999.0,-15.678,2.366208,0.291
2011-01-05 05:00:00,-9999.0,-15.741,1.76904,0.288
2011-01-05 05:30:00,-9999.0,-15.517,1.145664,0.29
2011-01-05 06:00:00,-0.0306398887221877,-15.289,0.8480160000000001,0.291
2011-01-05 06:30:00,0.0127892212677892,-15.209,0.8742240000000001,0.292
2011-01-05 07:00:00,0.0263858472395482,-14.966,0.9828,0.294
2011-01-05 07:30:00,0.0303137136022912,-14.609,1.2280320000000002,0.295
2011-01-05 08:00:00,0.0761005586319468,-14.354,1.213056,0.296
2011-01-05 08:30:00,-9999.0,-14.118,1.078272,0.299
2011-01-05 09:00:00,0.040492518189012,-13.817,1.9056960000000005,0.301
2011-01-05 09:30:00,0.0378893300396472,-14.04,4.219488,0.303
2011-01-05 10:00:00,-0.0105516039278226,-14.076,8.880768000000002,0.306
2011-01-05 10:30:00,-9999.0,-13.906,14.680224,0.308
2011-01-05 11:00:00,0.0481283705477572,-13.751,21.06,0.311
2011-01-05 11:30:00,0.0095577271549989,-13.596,26.870688,0.311
2011-01-05 12:00:00,0.0117086576376553,-13.507,29.8116,0.311
2011-01-05 12:30:00,0.0064256590179475,-13.398,29.351088000000004,0.311
2011-01-05 13:00:00,0.005967722942034,-13.285,28.401984,0.31
2011-01-05 13:30:00,0.0091442597052526,-13.221,23.295168000000004,0.31
2011-01-05 14:00:00,0.0044794557618837,-13.096,17.999280000000002,0.31
2011-01-05 14:30:00,-9999.0,-12.922,14.76072,0.307
2011-01-05 15:00:00,-9999.0,-12.863,6.306768000000001,0.304
2011-01-05 15:30:00,-9999.0,-12.888,1.03896,0.301
2011-01-05 16:00:00,-9999.0,-13.038,0.0,0.298
2011-01-05 16:30:00,0.0051446937654763,-13.234,0.0,0.295
2011-01-05 17:00:00,0.0169093851962582,-13.197,0.0,0.292
2011-01-05 17:30:00,-0.0236354726635128,-13.401,0.0,0.292
2011-01-05 18:00:00,-0.0741481395542614,-13.402,0.0,0.292
2011-01-05 18:30:00,-9999.0,-13.437,0.0,0.293
2011-01-05 19:00:00,-9999.0,-13.551,0.0,0.293
2011-01-05 19:30:00,-9999.0,-13.676,0.0,0.294
2011-01-05 20:00:00,-9999.0,-14.106,0.0,0.294
2011-01-05 20:30:00,-9999.0,-14.924,0.0,0.296
2011-01-05 21:00:00,-9999.0,-15.584,0.6589440000000001,0.298
2011-01-05 21:30:00,-9999.0,-15.352,0.930384,0.3
2011-01-05 22:00:00,-9999.0,-15.199,1.119456,0.302
2011-01-05 22:30:00,-9999.0,-15.046,1.0108800000000002,0.304
2011-01-05 23:00:00,-9999.0,-14.814,0.928512,0.306
2011-01-05 23:30:00,-9999.0,-14.274,0.780624,0.306
2011-01-06 00:00:00,0.05551539268596,-13.892,0.0,0.306
2011-01-06 00:30:00,0.0371962449743776,-13.489,0.0,0.307
2011-01-06 01:00:00,-0.0015450239102979,-13.223,0.0,0.307
2011-01-06 01:30:00,0.0513752192094949,-13.138,0.0,0.307
2011-01-06 02:00:00,0.0860378623587879,-13.089,0.0,0.307
2011-01-06 02:30:00,-9999.0,-13.136,0.0,0.306
2011-01-06 03:00:00,0.0434062978581572,-13.145,0.0,0.305
2011-01-06 03:30:00,-9999.0,-13.337,0.0,0.304
2011-01-06 04:00:00,0.0288914761846267,-13.246,0.0,0.303
2011-01-06 04:30:00,0.0028514256749359,-13.06,0.0,0.302
2011-01-06 05:00:00,-9999.0,-13.049,0.0,0.301
2011-01-06 05:30:00,-9999.0,-13.163,0.0,0.302
2011-01-06 06:00:00,-9999.0,-13.046,0.0,0.304
2011-01-06 06:30:00,0.0171188476193462,-12.551,0.0,0.305
2011-01-06 07:00:00,0.0154623023421363,-12.054,0.0,0.307
2011-01-06 07:30:00,0.0321999675880827,-11.678,0.0,0.308
2011-01-06 08:00:00,0.0896740364965239,-11.125,0.0,0.31
2011-01-06 08:30:00,-9999.0,-10.586,0.0,0.311
2011-01-06 09:00:00,-9999.0,-10.09,0.189072,0.313
2011-01-06 09:30:00,-9999.0,-9.687,1.098864,0.315
2011-01-06 10:00:00,-9999.0,-9.375,2.858544,0.317
2011-01-06 10:30:00,-9999.0,-9.21,5.065632,0.319
2011-01-06 11:00:00,-9999.0,-9.056,9.590256000000002,0.321
2011-01-06 11:30:00,-9999.0,-8.861,12.489984,0.339
2011-01-06 12:00:00,-9999.0,-8.718,14.575392,0.356
2011-01-06 12:30:00,-9999.0,-8.579,14.914224,0.374
2011-01-06 13:00:00,-9999.0,-8.442,11.217024,0.392
2011-01-06 13:30:00,-9999.0,-8.267,5.593536,0.41
2011-01-06 14:00:00,-9999.0,-8.151,5.350176,0.428
2011-01-06 14:30:00,-9999.0,-7.883,3.873168,0.447
2011-01-06 15:00:00,-9999.0,-7.671,1.30104,0.465
2011-01-06 15:30:00,-9999.0,-7.483,0.584064,0.483
2011-01-06 16:00:00,-9999.0,-7.187,0.310752,0.502
2011-01-06 16:30:00,-9999.0,-7.015,0.353808,0.52
2011-01-06 17:00:00,0.087471230631411,-6.893,0.312624,0.539
2011-01-06 17:30:00,-0.0046172104977629,-6.811,0.190944,0.563
2011-01-06 18:00:00,0.0871655439248944,-6.725,0.190944,0.587
2011-01-06 18:30:00,0.0038213711538535,-6.682,0.27144,0.611
2011-01-06 19:00:00,0.0623245149227156,-6.771,0.17784,0.635
2011-01-06 19:30:00,0.066946997231239,-6.932,0.3257279999999999,0.659
2011-01-06 20:00:00,0.0546370807626892,-7.067,0.24336,0.683
2011-01-06 20:30:00,-0.1052018285411224,-7.232,0.36504,0.682
2011-01-06 21:00:00,-9999.0,-7.507,0.475488,0.681
2011-01-06 21:30:00,0.0324542779264673,-7.71,0.353808,0.68
2011-01-06 22:00:00,0.0024028733438705,-7.781,0.340704,0.678
2011-01-06 22:30:00,-0.0621118287436034,-7.788,0.44928,0.677
2011-01-06 23:00:00,-9999.0,-7.799,0.351936,0.676
2011-01-06 23:30:00,0.0162735806204499,-7.84,0.447408,0.676
2011-01-07 00:00:00,-0.0480654356455389,-7.896,0.0,0.677
2011-01-07 00:30:00,0.0323965684750314,-7.944,0.0,0.677
2011-01-07 01:00:00,0.0030922520832681,-7.969,0.0,0.677
2011-01-07 01:30:00,-9999.0,-7.952,0.0,0.678
2011-01-07 02:00:00,-9999.0,-7.912,0.0,0.678
2011-01-07 02:30:00,-9999.0,-7.889,0.0,0.672
2011-01-07 03:00:00,0.0557471525160779,-7.839,0.0,0.666
2011-01-07 03:30:00,0.035606812891677,-7.756,0.0,0.66
2011-01-07 04:00:00,-9999.0,-7.631,0.0,0.654
2011-01-07 04:30:00,-9999.0,-7.514,0.02808,0.648
2011-01-07 05:00:00,0.0627179906415695,-7.418,0.014976,0.642
2011-01-07 05:30:00,-0.1330539905665455,-7.351,0.095472,0.639
2011-01-07 06:00:00,0.0431828081228856,-7.322,0.069264,0.636
2011-01-07 06:30:00,0.0314890767528858,-7.207,0.0,0.633
2011-01-07 07:00:00,0.016419893374196,-7.104,0.095472,0.631
2011-01-07 07:30:00,0.0333983997829186,-7.049,0.067392,0.628
2011-01-07 08:00:00,0.0562026909622576,-6.976,0.0,0.625
2011-01-07 08:30:00,0.0858607938384526,-6.886,0.02808,0.627
2011-01-07 09:00:00,0.0901587247881042,-6.729,0.147888,0.628
2011-01-07 09:30:00,-9999.0,-6.643,0.597168,0.63
2011-01-07 10:00:00,-9999.0,-6.59,1.396512,0.631
2011-01-07 10:30:00,0.0378665487543263,-6.489,2.7649440000000003,0.633
2011-01-07 11:00:00,-0.000486567464565,-6.415,5.02632,0.634
2011-01-07 11:30:00,0.0312381005022356,-6.391,6.069024,0.625
2011-01-07 12:00:00,-0.144603046762868,-6.372,6.394752,0.617
2011-01-07 12:30:00,-9999.0,-6.392,9.253296,0.608
2011-01-07 13:00:00,-0.0446135715409763,-6.407,13.261248,0.6
2011-01-07 13:30:00,0.0851879373317406,-6.449,13.289328,0.591
2011-01-07 14:00:00,-9999.0,-6.553,8.643024,0.583
2011-01-07 14:30:00,0.0267180071056995,-6.608,5.093712000000001,0.572
2011-01-07 15:00:00,-0.0076187801296542,-6.696,3.307824,0.561
2011-01-07 15:30:00,0.0798415500892423,-6.776,0.690768,0.55
2011-01-07 16:00:00,0.0208616923252792,-6.866,0.014976,0.539
2011-01-07 16:30:00,0.121435462429186,-6.904,0.0,0.529
2011-01-07 17:00:00,0.0303689887081436,-6.907,0.0,0.518
2011-01-07 17:30:00,0.0281192951622282,-6.943,0.095472,0.513
2011-01-07 18:00:00,-9999.0,-6.949,0.0,0.508
2011-01-07 18:30:00,-9999.0,-6.943,0.041184,0.503
2011-01-07 19:00:00,-9999.0,-6.939,0.0,0.498
2011-01-07 19:30:00,-9999.0,-6.887,0.02808,0.493
2011-01-07 20:00:00,-9999.0,-6.82,0.0,0.489
2011-01-07 20:30:00,-9999.0,-6.648,0.069264,0.493
2011-01-07 21:00:00,-9999.0,-6.551,0.219024,0.498
2011-01-07 21:30:00,-9999.0,-6.259,0.434304,0.503
2011-01-07 22:00:00,-9999.0,-5.34,0.1628639999999999,0.508
2011-01-07 22:30:00,-9999.0,-4.266,0.0,0.513
2011-01-07 23:00:00,-9999.0,-3.488,0.0,0.517
2011-01-07 23:30:00,-9999.0,-3.284,0.0,0.574
2011-01-08 00:00:00,-9999.0,-3.344,0.0,0.63
2011-01-08 00:30:00,-9999.0,-3.48,0.1404,0.687
2011-01-08 01:00:00,-9999.0,-3.606,0.344448,0.743
2011-01-08 01:30:00,-9999.0,-3.56,0.357552,0.8
2011-01-08 02:00:00,-9999.0,-3.458,0.7488000000000001,0.856
2011-01-08 02:30:00,-9999.0,-3.287,0.47736,0.882
2011-01-08 03:00:00,-9999.0,-3.139,0.29016,0.907
2011-01-08 03:30:00,-9999.0,-3.125,0.438048,0.932
2011-01-08 04:00:00,-9999.0,-3.338,0.694512,0.957
2011-01-08 04:30:00,-9999.0,-3.67,0.127296,0.982
2011-01-08 05:00:00,-9999.0,-3.927,0.38376,1.007
2011-01-08 05:30:00,-9999.0,-4.035,0.0,0.941
2011-01-08 06:00:00,-9999.0,-4.381,0.0,0.876
2011-01-08 06:30:00,-9999.0,-4.702,0.058032,0.81
2011-01-08 07:00:00,-9999.0,-4.792,0.26208,0.744
2011-01-08 07:30:00,-9999.0,-4.945,0.19656,0.678
2011-01-08 08:00:00,-9999.0,-5.084,0.11232,0.612
2011-01-08 08:30:00,-9999.0,-5.278,0.357552,0.577
2011-01-08 09:00:00,-9999.0,-5.624,1.428336,0.543
2011-01-08 09:30:00,-9999.0,-5.88,3.62232,0.509
2011-01-08 10:00:00,-9999.0,-6.112,7.19784,0.474
2011-01-08 10:30:00,-9999.0,-6.385,11.546496,0.44
2011-01-08 11:00:00,-9999.0,-6.591,12.643488,0.406
2011-01-08 11:30:00,-9999.0,-7.097,15.758496,0.414
2011-01-08 12:00:00,-9999.0,-7.473,24.105744000000005,0.423
2011-01-08 12:30:00,-9999.0,-7.776,36.825984000000005,0.431
2011-01-08 13:00:00,-9999.0,-7.913,40.36032,0.44
2011-01-08 13:30:00,-9999.0,-7.924,30.023136,0.449
2011-01-08 14:00:00,-9999.0,-7.843,19.066320000000005,0.457
2011-01-08 14:30:00,-9999.0,-7.875,10.964304,0.437
2011-01-08 15:00:00,0.0772189804778627,-7.886,3.513744,0.417
2011-01-08 15:30:00,0.0058247625464831,-7.716,0.303264,0.397
2011-01-08 16:00:00,-9999.0,-7.279,0.0,0.377
2011-01-08 16:30:00,-0.0294904612780844,-6.827,0.0,0.357
2011-01-08 17:00:00,-0.003566401780565,-6.443,0.0,0.337
2011-01-08 17:30:00,0.0074691038525182,-6.356,0.0,0.338
2011-01-08 18:00:00,-9999.0,-5.951,0.0,0.339
2011-01-08 18:30:00,0.0351109505475453,-5.123,0.0,0.339
2011-01-08 19:00:00,-9999.0,-4.703,0.0,0.34
2011-01-08 19:30:00,0.0238983892946322,-4.306,0.0,0.34
2011-01-08 20:00:00,0.0973313109223861,-3.913,0.0,0.341
2011-01-08 20:30:00,0.0763685105296698,-3.74,0.0,0.387
2011-01-08 21:00:00,-9999.0,-3.645,0.0,0.432
2011-01-08 21:30:00,-9999.0,-3.488,0.0,0.478
2011-01-08 22:00:00,-9999.0,-3.362,0.0,0.523
2011-01-08 22:30:00,-0.0387724244719994,-3.282,0.0,0.569
2011-01-08 23:00:00,-9999.0,-3.253,0.0,0.614
2011-01-08 23:30:00,0.1359795887291475,-3.27,0.044928,0.621
2011-01-09 00:00:00,-9999.0,-3.279,0.0,0.628
2011-01-09 00:30:00,-0.0202810113316249,-3.306,0.0,0.635
2011-01-09 01:00:00,-9999.0,-3.329,0.0,0.642
2011-01-09 01:30:00,0.0291431453580352,-3.3,0.0,0.649
2011-01-09 02:00:00,0.0408100356817486,-3.239,0.0,0.656
2011-01-09 02:30:00,-9999.0,-3.16,0.0,0.649
2011-01-09 03:00:00,0.043421448342141,-3.054,0.0,0.643
2011-01-09 03:30:00,0.1569537323832244,-2.901,0.0,0.636
2011-01-09 04:00:00,-9999.0,-2.752,0.0,0.63
2011-01-09 04:30:00,-9999.0,-2.651,0.0,0.623
2011-01-09 05:00:00,-9999.0,-2.534,0.0,0.617
2011-01-09 05:30:00,0.0326402533355876,-2.37,0.0,0.626
2011-01-09 06:00:00,0.0544228455275008,-2.182,0.0,0.635
2011-01-09 06:30:00,-9999.0,-1.985,0.00936,0.645
2011-01-09 07:00:00,-9999.0,-1.771,0.0,0.654
2011-01-09 07:30:00,-9999.0,-1.532,0.267696,0.664
2011-01-09 08:00:00,-9999.0,-1.425,0.024336,0.673
2011-01-09 08:30:00,-9999.0,-1.303,0.091728,0.678
2011-01-09 09:00:00,-9999.0,-1.196,0.15912,0.683
2011-01-09 09:30:00,-9999.0,-1.07,1.229904,0.687
2011-01-09 10:00:00,-9999.0,-0.863,3.3546240000000003,0.692
2011-01-09 10:30:00,-9999.0,-0.699,3.871296000000001,0.697
